Affinity Event ID,Description,Event Size,Actor,Global
COM_Barrett_QuestEvent_Q01_Dislike01,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Dislikes 
COM_Barrett_QuestEvent_EoF_Ryujin_Action03_Choice02,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Dislikes 
COM_Barrett_QuestEvent_EoF_Ryujin_Action08_Choice06,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_QuestEvent_EoF_CrimsonFleet_Action04_Choice02,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Dislikes 
COM_Barrett_QuestEvent_EoF_UnitedColonies_Action04_Choice01,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Event_Action_ChemAddiction,"You notice the player has become addicted to a substance and have a short observation to make about that fact.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_Arrival,"You and player arrive in a new location/biome by getting off their ship or walking into it while walking around the planet.",1.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Companion_SamCoe Companion_SarahMorgan Crew_Elite_AmeliaEarhart Crew_Elite_AndromedaKepler Crew_Elite_AutumnMacMillan Crew_Elite_BettyHowser COM_CoraCoe Crew_Elite_DaniGarcia Crew_Elite_ErickVonPrice Crew_Elite_Ezekiel Crew_Elite_GideonAker Crew_Elite_Heller Crew_Elite_JessamineGriffin Crew_Elite_Lin Crew_Elite_LyleBrewer Crew_Elite_MarikaBoros Crew_Elite_MickeyCaviar Crew_Elite_MoaraOtero Crew_Elite_OmariHassan Crew_Elite_OtherPlayerMale_NoAppearanceData Crew_Elite_RafaelAguerro Crew_Elite_RosieTannehill Crew_Elite_SimeonBankowski Crew_Elite_SophiaGrace Crew_Elite_Vasco Crew_Elite_MathisCastillo Crew_Elite_OtherPlayerFemale_NoAppearanceData Crew_Elite_OtherPlayerNonbinary_NoAppearanceData Crew_Elite_AdoringFan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_DischargeWeapon,"Player discharges a weapon in a place that is not expected and dangerous (a bar, city street, etc.)",1.000000,Crew_Elite_Hadrian Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_LyleBrewer Crew_Elite_MathisCastillo Crew_Elite_MoaraOtero Crew_Elite_SimeonBankowski ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_DropUsefulItem,"Player drops a useful item on the ground. ('Hey we could use that.', 'You really gonna leave that lying around?')",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_RafaelAguerro ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_HealCompanion,"Player uses an item that heals you. (Conditions Target = companion ref that was healed)",1.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Companion_SamCoe Companion_SarahMorgan Crew_Elite_AmeliaEarhart Crew_Elite_AndromedaKepler Crew_Elite_AutumnMacMillan Crew_Elite_BettyHowser Crew_Elite_DaniGarcia Crew_Elite_ErickVonPrice Crew_Elite_Ezekiel Crew_Elite_GideonAker Crew_Elite_Heller Crew_Elite_JessamineGriffin Crew_Elite_Lin Crew_Elite_LyleBrewer Crew_Elite_MarikaBoros Crew_Elite_MickeyCaviar Crew_Elite_MoaraOtero Crew_Elite_OmariHassan Crew_Elite_OtherPlayerMale_NoAppearanceData Crew_Elite_RafaelAguerro Crew_Elite_RosieTannehill Crew_Elite_SimeonBankowski Crew_Elite_SophiaGrace Crew_Elite_Vasco Crew_Elite_MathisCastillo Crew_Elite_OtherPlayerFemale_NoAppearanceData Crew_Elite_OtherPlayerNonbinary_NoAppearanceData Crew_Elite_AdoringFan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_JumpFromHeight,"Player falls from a height and takes damage.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_OtherPlayerFemale_NoAppearanceData Crew_Elite_OtherPlayerMale_NoAppearanceData Crew_Elite_OtherPlayerNonbinary_NoAppearanceData Crew_Elite_Vasco Crew_Elite_AdoringFan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_LootCorpse,"Player loots a corpse.",1.000000,Crew_Elite_BettyHowser Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_Crafting_Mod_Weapon,"Player mods a weapon.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_LyleBrewer Crew_Elite_MarikaBoros Crew_Elite_SimeonBankowski ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_Steal,"Player steals something from the world or a container.",1.000000,Crew_Elite_BettyHowser Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_OtherPlayerFemale_NoAppearanceData Crew_Elite_OtherPlayerMale_NoAppearanceData Crew_Elite_OtherPlayerNonbinary_NoAppearanceData Crew_Elite_AdoringFan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_StealPickpocket,"Player picks someone's pocket.",1.000000,Crew_Elite_JessamineGriffin Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_MoaraOtero Crew_Elite_AdoringFan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_Swim,"Player is swimming (the implication is that you will be following, though you might already be depending on the particular situation. Probably best to discuss the concept of swimming in general.)",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_Lin ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_UseWorkbench,"Player uses a workbench to craft/tinker with something. (Conditions Target = Workbench Ref)",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_WalkAroundNaked,"Player is about to be or has been walking around naked. ",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_MickeyCaviar Crew_Elite_OtherPlayerFemale_NoAppearanceData Crew_Elite_OtherPlayerMale_NoAppearanceData Crew_Elite_OtherPlayerNonbinary_NoAppearanceData Crew_Elite_AdoringFan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Action_Crafting_Mod_Armor,"Player mods a piece of armor / spacesuit / protective gear.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan Crew_Elite_OtherPlayerFemale_NoAppearanceData Crew_Elite_OtherPlayerMale_NoAppearanceData Crew_Elite_OtherPlayerNonbinary_NoAppearanceData ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_Direct_SarahMorgan_Likes,"Directly send a like event for this actor.",1.000000,Companion_SarahMorgan ,COM_EventReaction_Likes 
COM_Event_Direct_SarahMorgan_Dislikes,"Directly send a like event for this actor.",1.000000,Companion_SarahMorgan ,COM_EventReaction_Dislikes 
COM_Event_Direct_SarahMorgan_Loves,"Directly send a like event for this actor.",1.000000,Companion_SarahMorgan ,COM_EventReaction_Loves 
COM_Event_Direct_SarahMorgan_Hates,"Directly send a like event for this actor.",1.000000,Companion_SarahMorgan ,COM_EventReaction_Hates 
RQ_OE_TransportPerson_LeavePersonStranded,"Player is leaving a person in need stranded in the middle of nowhere with a malfunctioning ship. it's not a death sentence, but certainly doesn't speak well of the player's character. Like ignoring someone on the side of the road with a flat tire in the middle of a desert.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Dislikes COM_EventReaction_Dislikes COM_EventReaction_Dislikes COM_EventReaction_Dislikes 
City_NA_Viewport03_003_Sasha_Action12_Choice01,"Sasha has just explained that she was confronting someone with whom she's had a checkered past, and he and his friends attacked and beat her badly enough to require a legnthy medical stay.Opinions on standing up for oneself regardless of the odds, or picking a fight when you're outnumbered, are welcome.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC017_14,"The top level, still deep underground, of something that might be an underground storage facility or archives. They need to find their way down deeper into the facility. There are various ways to get down and find they're way to the artifact. The artifact isn't far away.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC017_15,"This room contains the artifact in a large device. Here NASA Scientists long ago studied the artifact and worked on what could be described as a prototype grav drive.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC161_03,"Outside, on the surface of Bindi, near what looks to be a collapsed mine or cave, is the skeletal remains of the last sister, with an odd assortment of items. Comment should be something about 'guessing that____ was important?!?'",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC161_02,"Moving upstairs, towards the living quarters, nothing specific, but having the compantion touch on something about 'they weren't much for house keeping' referrring to how filthy the place is.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC161_01,"About 1/3 of the way into the interior, walking through connecting space, nothing in particular of interest - more being curious as to what happend and where did the sisters go.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
RQ_OE_Deliver_01_GiveItem_Action09_Choice05,"Player says 'you need to be strong now' when returning an audio log of a widow's dying husband. (shows toughness and grit, could also be read as a little callous... but also just a 'keep a stiff upper lip' kind of advice)",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Likes COM_EventReaction_Dislikes COM_EventReaction_Likes COM_EventReaction_Likes 
RQ_OE_Deliver_01_GiveItem_Action09_Choice03,"Player says 'It sounds like he loved you and your son very much' when returning an audio log of a widow's dying husband. (shows empathy)",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Likes COM_EventReaction_Loves COM_EventReaction_Likes COM_EventReaction_Likes 
RQ_OE_Deliver_01_GiveItem_Action09_Choice01,"Player says 'sorry for your loss' when returning an audio log of a widow's dying husband. (shows sympathy)",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Likes COM_EventReaction_Likes COM_EventReaction_Likes COM_EventReaction_Likes 
COM_Barrett_QuestEvent_MQ106_Action03_Choice02,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_QuestEvent_MQ106_Action04_Choice04,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_QuestEvent_MQ305_EmissaryKill_Action09_Choice02,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_QuestEvent_MQ305_EmissaryKill_Action09_Choice04,"BARRETT ONLY
",1.000000,Companion_Barrett ,COM_EventReaction_Dislikes 
COM_Barrett_Story_SG02_Case_Action26_Choice03,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_Story_SG03_Details_Action14_Choice03,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_Story_SG04_Investigation_Action12_Choice03,"Affinity Event for use in dialogue responses to respond to something the player says.",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
COM_Barrett_Story_SG04_Investigation_Action44_Choice01,"BARRETT ONLY",1.000000,Companion_Barrett ,COM_EventReaction_Likes 
MQ106_002_StarbornScene02_Action03_Choice03,"Affinity Event for use in dialogue responses to respond to something the player says.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Likes COM_EventReaction_Indifferent COM_EventReaction_Likes COM_EventReaction_Likes 
COM_Event_CommentTrigger_RL010_01,"You just landed / or arrive in the periphery of the settlement. It is abandoned, covered with trash and there is a tall elevator in the background. The latter is against the cliff of huge mesa.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_RL010_02,"Noticing the lava pit with a platform on top (behind the windows).",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_RL089_01,"The location is an Helium-3 derelict factory. The facility main entrance is in bad shape, it's rusty and no maintenance as been done for a long time. The structure looks like a small pyramid built-in the hill rocks. We can only see the facade of the structure. A big tank emerge from the top of the hill.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_DR021_02,"There is an Helium 3 extractor under construction.",0.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Constellation_MatteoKhatri Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_RL089_02,"The location is an Helium-3 derelict factory. It's the secondary entrance of the facility behind the hill. It's a bit more low key than the main entrance. It can be accessed by a succession of stairs. The entrance is a cave entrance with pipes going out of it. In front of the entrance there is a metallic terrace with generator on it.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_DR006_01,"The exterior mining complex entrance is built in the hill rocks. It's mostly made in concrete and looks strong. Looks like an old Plane Hangar. Also there is a tall exhaust chimney made of concrete on top of the hill. ",0.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Constellation_MatteoKhatri Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_DR006_02,"The player enter a large cave Room where some digging have been done. The is a large hole in the middle of the room and and a metallic bridge (with a console) on top it. The metallic bridge lead to a control center built in the cave rock.Most of the room floor have been carved.",0.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Constellation_MatteoKhatri Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_RL048_01,"This is the main hall of the derelict ship. It's been abandoned for a long time. It's messy and only the security lights are on.",0.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Constellation_MatteoKhatri Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_RL048_02,"The companion notice an access to a maintenance vent inside the ship hull. ",0.000000,Companion_Andreja Companion_Barrett Crew_Elite_Hadrian Constellation_MatteoKhatri Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_01,"This is the main entrance of the base. It's heavily reinforced. The gate door has been forced and is wide open.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_02,"There is a long bridge in front of you. It's made of concrete and metal. Parts of it are still under construction",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_03,"You enter the base courtyard under construction. It's build inside the mountain (like Cheyenne mountain base in stargate). The structure is mostly made of concrete and metal. There is a control tower in the center of the courtyard.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_04,"The is a large window in the lobby from where you can see an engineering section.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_05,"You enter a control hallway with a gate and a scanner. Through the window you can see a reactor.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_06,"It's a large cave room where it looks like the digging activities has been stop. There is an elevator in the other side of the room in a tunnel.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_07,"This is a huge cave hall. In the far back you can see the buried Starborn temple with rocks spinning around it. The center of the Hall is filled with tall rock formations with arc formation (Starborn technology) on top of it. ",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC165_08," You're inside the buried Starborn temple. Parts of it collapse and part of it has been pierced by long Crystal.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
CF01_Stage330_Saoirse_IntroScene_Action08_Choice01,"The Player is speaking to a Trade Authority representative in Cydonia. They're trying to sell an Aurora shipment (that was given to them by UC SysDef as a 'buy in') to get into the Crimson Fleet. Player is using all the leverage they can to convince her to point them the right way. In this case, the Player was clever and talked her into it using Industrialist skill. Very clever.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Likes COM_EventReaction_Likes COM_EventReaction_Likes COM_EventReaction_Likes 
CF01_Stage330_Saoirse_IntroScene_Action08_Choice03,"The Player is speaking to a Trade Authority representative in Cydonia. They're trying to sell an Aurora shipment (that was given to them by UC SysDef as a 'buy in') to get into the Crimson Fleet. Player is using all the leverage they can to convince her to point them the right way. Player resorts to a bribe.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Likes COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
CF04_Stage150_Dumbrosky_CabinConfrontScene_Action23,"'In blunt terms: you have compromising materials about me in your possession. The only thing I have to offer in return are my GalBank credentials.' Dumbrosky has intuited why the Player is there, and as usual, he's trying to slime his way out of it. He's calm and collected even though he's been 'caught' in his conspiracy to defraud GalBank.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC134_01,"A lone homestead, with a greenhouse, a water cistern, a windmill. There are some stone cairns arranged in circles or perhaps orbits. There is a small home in the typical settlement style. It has been abandoned for a long time. The plants in the greenhouse, combined with a leaking water cistern have created a small oasis in the area.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
COM_Event_CommentTrigger_LC135_01,"in a secluded area, a small island or plateau some scorpion like creatures are visible and surrounded by large Starborn ruins. There is a large scorpion statue at the center of these Starborn ruins.",0.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
CF05_1000_CargoBayGuard01_StopScene_Action08,"Soldier says you can pass, just be quick about it. That goes for your friend too. Companion then responds.",1.000000,Companion_Andreja Companion_Barrett Companion_SamCoe Companion_SarahMorgan ,COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent COM_EventReaction_Indifferent 
